,0
2897,2001-12-10
2898,2001-12-11
2899,2001-12-12
2900,2001-12-13
2901,2001-12-14
2902,2001-12-17
2903,2001-12-18
2904,2001-12-19
2905,2001-12-20
2906,2001-12-21
2907,2001-12-24
2908,2001-12-25
2909,2001-12-26
2910,2001-12-27
2911,2001-12-28
2912,2001-12-31
2913,2002-01-04
2914,2002-01-07
2915,2002-01-08
2916,2002-01-09
2917,2002-01-10
2918,2002-01-11
2919,2002-01-14
2920,2002-01-15
2921,2002-01-16
2922,2002-01-17
2923,2002-01-18
2924,2002-01-21
2925,2002-01-22
2926,2002-01-23
2927,2002-01-24
2928,2002-01-25
2929,2002-01-28
2930,2002-01-29
2931,2002-01-30
2932,2002-01-31
2933,2002-02-01
2934,2002-02-04
2935,2002-02-05
2936,2002-02-06
2937,2002-02-07
2938,2002-02-08
2939,2002-02-25
2940,2002-02-26
2941,2002-02-27
2942,2002-02-28
2943,2002-03-01
2944,2002-03-04
2945,2002-03-05
2946,2002-03-06
2947,2002-03-07
2948,2002-03-08
2949,2002-03-11
2950,2002-03-12
2951,2002-03-13
2952,2002-03-14
2953,2002-03-15
2954,2002-03-18
2955,2002-03-19
2956,2002-03-20
2957,2002-03-21
2958,2002-03-22
2959,2002-03-25
2960,2002-03-26
2961,2002-03-27
2962,2002-03-28
2963,2002-03-29
2964,2002-04-01
2965,2002-04-02
2966,2002-04-03
2967,2002-04-04
2968,2002-04-05
2969,2002-04-08
2970,2002-04-09
2971,2002-04-10
2972,2002-04-11
2973,2002-04-12
2974,2002-04-15
2975,2002-04-16
2976,2002-04-17
2977,2002-04-18
2978,2002-04-19
2979,2002-04-22
2980,2002-04-23
2981,2002-04-24
2982,2002-04-25
2983,2002-04-26
2984,2002-04-29
2985,2002-04-30
2986,2002-05-08
2987,2002-05-09
2988,2002-05-10
2989,2002-05-13
2990,2002-05-14
2991,2002-05-15
2992,2002-05-16
2993,2002-05-17
2994,2002-05-20
2995,2002-05-21
2996,2002-05-22
2997,2002-05-23
2998,2002-05-24
2999,2002-05-27
3000,2002-05-28
3001,2002-05-29
3002,2002-05-30
3003,2002-05-31
3004,2002-06-03
3005,2002-06-04
3006,2002-06-05
3007,2002-06-06
3008,2002-06-07
3009,2002-06-10
3010,2002-06-11
3011,2002-06-12
3012,2002-06-13
3013,2002-06-14
3014,2002-06-17
3015,2002-06-18
3016,2002-06-19
3017,2002-06-20
3018,2002-06-21
3019,2002-06-24
3020,2002-06-25
3021,2002-06-26
3022,2002-06-27
3023,2002-06-28
3024,2002-07-01
3025,2002-07-02
3026,2002-07-03
3027,2002-07-04
3028,2002-07-05
3029,2002-07-08
3030,2002-07-09
3031,2002-07-10
3032,2002-07-11
3033,2002-07-12
3034,2002-07-15
3035,2002-07-16
3036,2002-07-17
3037,2002-07-18
3038,2002-07-19
3039,2002-07-22
3040,2002-07-23
3041,2002-07-24
3042,2002-07-25
3043,2002-07-26
3044,2002-07-29
3045,2002-07-30
3046,2002-07-31
3047,2002-08-01
3048,2002-08-02
3049,2002-08-05
3050,2002-08-06
3051,2002-08-07
3052,2002-08-08
3053,2002-08-09
3054,2002-08-12
3055,2002-08-13
3056,2002-08-14
3057,2002-08-15
3058,2002-08-16
3059,2002-08-19
3060,2002-08-20
3061,2002-08-21
3062,2002-08-22
3063,2002-08-23
3064,2002-08-26
3065,2002-08-27
3066,2002-08-28
3067,2002-08-29
3068,2002-08-30
3069,2002-09-02
3070,2002-09-03
3071,2002-09-04
3072,2002-09-05
3073,2002-09-06
3074,2002-09-09
3075,2002-09-10
3076,2002-09-11
3077,2002-09-12
3078,2002-09-13
3079,2002-09-16
3080,2002-09-17
3081,2002-09-18
3082,2002-09-19
3083,2002-09-20
3084,2002-09-23
3085,2002-09-24
3086,2002-09-25
3087,2002-09-26
3088,2002-09-27
3089,2002-10-08
3090,2002-10-09
3091,2002-10-10
3092,2002-10-11
3093,2002-10-14
3094,2002-10-15
3095,2002-10-16
3096,2002-10-17
3097,2002-10-18
3098,2002-10-21
3099,2002-10-22
3100,2002-10-23
3101,2002-10-24
3102,2002-10-25
3103,2002-10-28
3104,2002-10-29
3105,2002-10-30
3106,2002-10-31
3107,2002-11-01
3108,2002-11-04
3109,2002-11-05
3110,2002-11-06
3111,2002-11-07
3112,2002-11-08
3113,2002-11-11
3114,2002-11-12
3115,2002-11-13
3116,2002-11-14
3117,2002-11-15
3118,2002-11-18
3119,2002-11-19
3120,2002-11-20
3121,2002-11-21
3122,2002-11-22
3123,2002-11-25
3124,2002-11-26
3125,2002-11-27
3126,2002-11-28
3127,2002-11-29
3128,2002-12-02
3129,2002-12-03
3130,2002-12-04
3131,2002-12-05
3132,2002-12-06
3133,2002-12-09
3134,2002-12-10
3135,2002-12-11
3136,2002-12-12
3137,2002-12-13
3138,2002-12-16
3139,2002-12-17
3140,2002-12-18
3141,2002-12-19
3142,2002-12-20
3143,2002-12-23
3144,2002-12-24
3145,2002-12-25
3146,2002-12-26
3147,2002-12-27
3148,2002-12-30
3149,2002-12-31
3150,2003-01-02
3151,2003-01-03
3152,2003-01-06
3153,2003-01-07
3154,2003-01-08
3155,2003-01-09
3156,2003-01-10
3157,2003-01-13
3158,2003-01-14
3159,2003-01-15
3160,2003-01-16
3161,2003-01-17
3162,2003-01-20
3163,2003-01-21
3164,2003-01-22
3165,2003-01-23
3166,2003-01-24
3167,2003-01-27
3168,2003-01-28
3169,2003-01-29
3170,2003-02-10
3171,2003-02-11
3172,2003-02-12
3173,2003-02-13
3174,2003-02-14
3175,2003-02-17
3176,2003-02-18
3177,2003-02-19
3178,2003-02-20
3179,2003-02-21
3180,2003-02-24
3181,2003-02-25
3182,2003-02-26
3183,2003-02-27
3184,2003-02-28
3185,2003-03-03
3186,2003-03-04
3187,2003-03-05
3188,2003-03-06
3189,2003-03-07
3190,2003-03-10
3191,2003-03-11
3192,2003-03-12
3193,2003-03-13
3194,2003-03-14
3195,2003-03-17
3196,2003-03-18
3197,2003-03-19
3198,2003-03-20
3199,2003-03-21
3200,2003-03-24
3201,2003-03-25
3202,2003-03-26
3203,2003-03-27
3204,2003-03-28
3205,2003-03-31
3206,2003-04-01
3207,2003-04-02
3208,2003-04-03
3209,2003-04-04
3210,2003-04-07
3211,2003-04-08
3212,2003-04-09
3213,2003-04-10
3214,2003-04-11
3215,2003-04-14
3216,2003-04-15
3217,2003-04-16
3218,2003-04-17
3219,2003-04-18
3220,2003-04-21
3221,2003-04-22
3222,2003-04-23
3223,2003-04-24
3224,2003-04-25
3225,2003-04-28
3226,2003-04-29
3227,2003-04-30
3228,2003-05-12
3229,2003-05-13
3230,2003-05-14
3231,2003-05-15
3232,2003-05-16
3233,2003-05-19
3234,2003-05-20
3235,2003-05-21
3236,2003-05-22
3237,2003-05-23
3238,2003-05-26
3239,2003-05-27
3240,2003-05-28
3241,2003-05-29
3242,2003-05-30
3243,2003-06-02
3244,2003-06-03
3245,2003-06-04
3246,2003-06-05
3247,2003-06-06
3248,2003-06-09
3249,2003-06-10
3250,2003-06-11
3251,2003-06-12
3252,2003-06-13
3253,2003-06-16
3254,2003-06-17
3255,2003-06-18
3256,2003-06-19
3257,2003-06-20
3258,2003-06-23
3259,2003-06-24
3260,2003-06-25
3261,2003-06-26
3262,2003-06-27
3263,2003-06-30
3264,2003-07-01
3265,2003-07-02
3266,2003-07-03
3267,2003-07-04
3268,2003-07-07
3269,2003-07-08
3270,2003-07-09
3271,2003-07-10
3272,2003-07-11
3273,2003-07-14
3274,2003-07-15
3275,2003-07-16
3276,2003-07-17
3277,2003-07-18
3278,2003-07-21
3279,2003-07-22
3280,2003-07-23
3281,2003-07-24
3282,2003-07-25
3283,2003-07-28
3284,2003-07-29
3285,2003-07-30
3286,2003-07-31
3287,2003-08-01
3288,2003-08-04
3289,2003-08-05
3290,2003-08-06
3291,2003-08-07
3292,2003-08-08
3293,2003-08-11
3294,2003-08-12
3295,2003-08-13
3296,2003-08-14
3297,2003-08-15
3298,2003-08-18
3299,2003-08-19
3300,2003-08-20
3301,2003-08-21
3302,2003-08-22
3303,2003-08-25
3304,2003-08-26
3305,2003-08-27
3306,2003-08-28
3307,2003-08-29
3308,2003-09-01
3309,2003-09-02
3310,2003-09-03
3311,2003-09-04
3312,2003-09-05
3313,2003-09-08
3314,2003-09-09
3315,2003-09-10
3316,2003-09-11
3317,2003-09-12
3318,2003-09-15
3319,2003-09-16
3320,2003-09-17
3321,2003-09-18
3322,2003-09-19
3323,2003-09-22
3324,2003-09-23
3325,2003-09-24
3326,2003-09-25
3327,2003-09-26
3328,2003-09-29
3329,2003-09-30
3330,2003-10-08
3331,2003-10-09
3332,2003-10-10
3333,2003-10-13
3334,2003-10-14
3335,2003-10-15
3336,2003-10-16
3337,2003-10-17
3338,2003-10-20
3339,2003-10-21
3340,2003-10-22
3341,2003-10-23
3342,2003-10-24
3343,2003-10-27
3344,2003-10-28
3345,2003-10-29
3346,2003-10-30
3347,2003-10-31
3348,2003-11-03
3349,2003-11-04
3350,2003-11-05
3351,2003-11-06
3352,2003-11-07
3353,2003-11-10
3354,2003-11-11
3355,2003-11-12
3356,2003-11-13
3357,2003-11-14
3358,2003-11-17
3359,2003-11-18
3360,2003-11-19
3361,2003-11-20
3362,2003-11-21
3363,2003-11-24
3364,2003-11-25
3365,2003-11-26
3366,2003-11-27
3367,2003-11-28
3368,2003-12-01
3369,2003-12-02
3370,2003-12-03
3371,2003-12-04
3372,2003-12-05
3373,2003-12-08
3374,2003-12-09
3375,2003-12-10
3376,2003-12-11
3377,2003-12-12
3378,2003-12-15
3379,2003-12-16
3380,2003-12-17
3381,2003-12-18
3382,2003-12-19
3383,2003-12-22
3384,2003-12-23
3385,2003-12-24
3386,2003-12-25
3387,2003-12-26
3388,2003-12-29
3389,2003-12-30
3390,2003-12-31
3391,2004-01-02
3392,2004-01-05
3393,2004-01-06
3394,2004-01-07
3395,2004-01-08
3396,2004-01-09
3397,2004-01-12
3398,2004-01-13
3399,2004-01-14
3400,2004-01-15
3401,2004-01-16
3402,2004-01-29
3403,2004-01-30
3404,2004-02-02
3405,2004-02-03
3406,2004-02-04
3407,2004-02-05
3408,2004-02-06
3409,2004-02-09
3410,2004-02-10
3411,2004-02-11
3412,2004-02-12
3413,2004-02-13
3414,2004-02-16
3415,2004-02-17
3416,2004-02-18
3417,2004-02-19
3418,2004-02-20
3419,2004-02-23
3420,2004-02-24
3421,2004-02-25
3422,2004-02-26
3423,2004-02-27
3424,2004-03-01
3425,2004-03-02
3426,2004-03-03
3427,2004-03-04
3428,2004-03-05
3429,2004-03-08
3430,2004-03-09
3431,2004-03-10
3432,2004-03-11
3433,2004-03-12
3434,2004-03-15
3435,2004-03-16
3436,2004-03-17
3437,2004-03-18
3438,2004-03-19
3439,2004-03-22
3440,2004-03-23
3441,2004-03-24
3442,2004-03-25
3443,2004-03-26
3444,2004-03-29
3445,2004-03-30
3446,2004-03-31
3447,2004-04-01
3448,2004-04-02
3449,2004-04-05
3450,2004-04-06
3451,2004-04-07
3452,2004-04-08
3453,2004-04-09
3454,2004-04-12
3455,2004-04-13
3456,2004-04-14
3457,2004-04-15
3458,2004-04-16
3459,2004-04-19
3460,2004-04-20
3461,2004-04-21
3462,2004-04-22
3463,2004-04-23
3464,2004-04-26
3465,2004-04-27
3466,2004-04-28
3467,2004-04-29
3468,2004-04-30
3469,2004-05-10
3470,2004-05-11
3471,2004-05-12
3472,2004-05-13
3473,2004-05-14
3474,2004-05-17
3475,2004-05-18
3476,2004-05-19
3477,2004-05-20
3478,2004-05-21
3479,2004-05-24
3480,2004-05-25
3481,2004-05-26
3482,2004-05-27
3483,2004-05-28
3484,2004-05-31
3485,2004-06-01
3486,2004-06-02
3487,2004-06-03
3488,2004-06-04
3489,2004-06-07
3490,2004-06-08
3491,2004-06-09
3492,2004-06-10
3493,2004-06-11
3494,2004-06-14
3495,2004-06-15
3496,2004-06-16
3497,2004-06-17
3498,2004-06-18
3499,2004-06-21
3500,2004-06-22
3501,2004-06-23
3502,2004-06-24
3503,2004-06-25
3504,2004-06-28
3505,2004-06-29
3506,2004-06-30
3507,2004-07-01
3508,2004-07-02
3509,2004-07-05
3510,2004-07-06
3511,2004-07-07
3512,2004-07-08
3513,2004-07-09
3514,2004-07-12
3515,2004-07-13
3516,2004-07-14
3517,2004-07-15
3518,2004-07-16
3519,2004-07-19
3520,2004-07-20
3521,2004-07-21
3522,2004-07-22
3523,2004-07-23
3524,2004-07-26
3525,2004-07-27
3526,2004-07-28
3527,2004-07-29
3528,2004-07-30
3529,2004-08-02
3530,2004-08-03
3531,2004-08-04
3532,2004-08-05
3533,2004-08-06
3534,2004-08-09
3535,2004-08-10
3536,2004-08-11
3537,2004-08-12
3538,2004-08-13
3539,2004-08-16
3540,2004-08-17
3541,2004-08-18
3542,2004-08-19
3543,2004-08-20
3544,2004-08-23
3545,2004-08-24
3546,2004-08-25
3547,2004-08-26
3548,2004-08-27
3549,2004-08-30
3550,2004-08-31
3551,2004-09-01
3552,2004-09-02
3553,2004-09-03
3554,2004-09-06
3555,2004-09-07
3556,2004-09-08
3557,2004-09-09
3558,2004-09-10
3559,2004-09-13
3560,2004-09-14
3561,2004-09-15
3562,2004-09-16
3563,2004-09-17
3564,2004-09-20
3565,2004-09-21
3566,2004-09-22
3567,2004-09-23
3568,2004-09-24
3569,2004-09-27
3570,2004-09-28
3571,2004-09-29
3572,2004-09-30
3573,2004-10-08
3574,2004-10-11
3575,2004-10-12
3576,2004-10-13
3577,2004-10-14
3578,2004-10-15
3579,2004-10-18
3580,2004-10-19
3581,2004-10-20
3582,2004-10-21
3583,2004-10-22
3584,2004-10-25
3585,2004-10-26
3586,2004-10-27
3587,2004-10-28
3588,2004-10-29
3589,2004-11-01
3590,2004-11-02
3591,2004-11-03
3592,2004-11-04
3593,2004-11-05
3594,2004-11-08
3595,2004-11-09
3596,2004-11-10
3597,2004-11-11
3598,2004-11-12
3599,2004-11-15
3600,2004-11-16
3601,2004-11-17
3602,2004-11-18
3603,2004-11-19
3604,2004-11-22
3605,2004-11-23
3606,2004-11-24
3607,2004-11-25
3608,2004-11-26
3609,2004-11-29
3610,2004-11-30
3611,2004-12-01
3612,2004-12-02
3613,2004-12-03
3614,2004-12-06
3615,2004-12-07
3616,2004-12-08
3617,2004-12-09
3618,2004-12-10
3619,2004-12-13
3620,2004-12-14
3621,2004-12-15
3622,2004-12-16
3623,2004-12-17
3624,2004-12-20
3625,2004-12-21
3626,2004-12-22
3627,2004-12-23
3628,2004-12-24
3629,2004-12-27
3630,2004-12-28
3631,2004-12-29
3632,2004-12-30
3633,2004-12-31
3634,2005-01-04
3635,2005-01-05
3636,2005-01-06
3637,2005-01-07
3638,2005-01-10
3639,2005-01-11
3640,2005-01-12
3641,2005-01-13
3642,2005-01-14
3643,2005-01-17
3644,2005-01-18
3645,2005-01-19
3646,2005-01-20
3647,2005-01-21
3648,2005-01-24
3649,2005-01-25
3650,2005-01-26
3651,2005-01-27
3652,2005-01-28
3653,2005-01-31
3654,2005-02-01
3655,2005-02-02
3656,2005-02-03
3657,2005-02-04
3658,2005-02-16
3659,2005-02-17
3660,2005-02-18
3661,2005-02-21
3662,2005-02-22
3663,2005-02-23
3664,2005-02-24
3665,2005-02-25
3666,2005-02-28
3667,2005-03-01
3668,2005-03-02
3669,2005-03-03
3670,2005-03-04
3671,2005-03-07
3672,2005-03-08
3673,2005-03-09
3674,2005-03-10
3675,2005-03-11
3676,2005-03-14
3677,2005-03-15
3678,2005-03-16
3679,2005-03-17
3680,2005-03-18
3681,2005-03-21
3682,2005-03-22
3683,2005-03-23
3684,2005-03-24
3685,2005-03-25
3686,2005-03-28
3687,2005-03-29
3688,2005-03-30
3689,2005-03-31
3690,2005-04-01
3691,2005-04-04
3692,2005-04-05
3693,2005-04-06
3694,2005-04-07
3695,2005-04-08
3696,2005-04-11
3697,2005-04-12
3698,2005-04-13
3699,2005-04-14
3700,2005-04-15
3701,2005-04-18
3702,2005-04-19
3703,2005-04-20
3704,2005-04-21
3705,2005-04-22
3706,2005-04-25
3707,2005-04-26
3708,2005-04-27
3709,2005-04-28
3710,2005-04-29
3711,2005-05-09
3712,2005-05-10
3713,2005-05-11
3714,2005-05-12
3715,2005-05-13
3716,2005-05-16
3717,2005-05-17
3718,2005-05-18
3719,2005-05-19
3720,2005-05-20
3721,2005-05-23
3722,2005-05-24
3723,2005-05-25
3724,2005-05-26
3725,2005-05-27
3726,2005-05-30
3727,2005-05-31
3728,2005-06-01
3729,2005-06-02
3730,2005-06-03
3731,2005-06-06
3732,2005-06-07
3733,2005-06-08
3734,2005-06-09
3735,2005-06-10
3736,2005-06-13
3737,2005-06-14
3738,2005-06-15
3739,2005-06-16
3740,2005-06-17
3741,2005-06-20
3742,2005-06-21
3743,2005-06-22
3744,2005-06-23
3745,2005-06-24
3746,2005-06-27
3747,2005-06-28
3748,2005-06-29
3749,2005-06-30
3750,2005-07-01
3751,2005-07-04
3752,2005-07-05
3753,2005-07-06
3754,2005-07-07
3755,2005-07-08
3756,2005-07-11
3757,2005-07-12
3758,2005-07-13
3759,2005-07-14
3760,2005-07-15
3761,2005-07-18
3762,2005-07-19
3763,2005-07-20
3764,2005-07-21
3765,2005-07-22
3766,2005-07-25
3767,2005-07-26
3768,2005-07-27
3769,2005-07-28
3770,2005-07-29
3771,2005-08-01
3772,2005-08-02
3773,2005-08-03
3774,2005-08-04
3775,2005-08-05
3776,2005-08-08
3777,2005-08-09
3778,2005-08-10
3779,2005-08-11
3780,2005-08-12
3781,2005-08-15
3782,2005-08-16
3783,2005-08-17
3784,2005-08-18
3785,2005-08-19
3786,2005-08-22
3787,2005-08-23
3788,2005-08-24
3789,2005-08-25
3790,2005-08-26
3791,2005-08-29
3792,2005-08-30
3793,2005-08-31
3794,2005-09-01
3795,2005-09-02
3796,2005-09-05
3797,2005-09-06
3798,2005-09-07
3799,2005-09-08
3800,2005-09-09
3801,2005-09-12
3802,2005-09-13
3803,2005-09-14
3804,2005-09-15
3805,2005-09-16
3806,2005-09-19
3807,2005-09-20
3808,2005-09-21
3809,2005-09-22
3810,2005-09-23
3811,2005-09-26
3812,2005-09-27
3813,2005-09-28
3814,2005-09-29
3815,2005-09-30
3816,2005-10-10
3817,2005-10-11
3818,2005-10-12
3819,2005-10-13
3820,2005-10-14
3821,2005-10-17
3822,2005-10-18
3823,2005-10-19
3824,2005-10-20
3825,2005-10-21
3826,2005-10-24
3827,2005-10-25
3828,2005-10-26
3829,2005-10-27
3830,2005-10-28
3831,2005-10-31
3832,2005-11-01
3833,2005-11-02
3834,2005-11-03
3835,2005-11-04
3836,2005-11-07
3837,2005-11-08
3838,2005-11-09
3839,2005-11-10
3840,2005-11-11
3841,2005-11-14
3842,2005-11-15
3843,2005-11-16
3844,2005-11-17
3845,2005-11-18
3846,2005-11-21
3847,2005-11-22
3848,2005-11-23
3849,2005-11-24
3850,2005-11-25
3851,2005-11-28
3852,2005-11-29
3853,2005-11-30
3854,2005-12-01
3855,2005-12-02
3856,2005-12-05
3857,2005-12-06
3858,2005-12-07
3859,2005-12-08
3860,2005-12-09
3861,2005-12-12
3862,2005-12-13
3863,2005-12-14
3864,2005-12-15
3865,2005-12-16
3866,2005-12-19
3867,2005-12-20
3868,2005-12-21
3869,2005-12-22
3870,2005-12-23
3871,2005-12-26
3872,2005-12-27
3873,2005-12-28
3874,2005-12-29
3875,2005-12-30
3876,2006-01-04
3877,2006-01-05
3878,2006-01-06
3879,2006-01-09
3880,2006-01-10
3881,2006-01-11
3882,2006-01-12
3883,2006-01-13
3884,2006-01-16
3885,2006-01-17
3886,2006-01-18
3887,2006-01-19
3888,2006-01-20
3889,2006-01-23
3890,2006-01-24
3891,2006-01-25
3892,2006-02-06
3893,2006-02-07
3894,2006-02-08
3895,2006-02-09
3896,2006-02-10
3897,2006-02-13
3898,2006-02-14
3899,2006-02-15
3900,2006-02-16
3901,2006-02-17
3902,2006-02-20
3903,2006-02-21
3904,2006-02-22
3905,2006-02-23
3906,2006-02-24
3907,2006-02-27
3908,2006-02-28
3909,2006-03-01
3910,2006-03-02
3911,2006-03-03
3912,2006-03-06
3913,2006-03-07
3914,2006-03-08
3915,2006-03-09
3916,2006-03-10
3917,2006-03-13
3918,2006-03-14
3919,2006-03-15
3920,2006-03-16
3921,2006-03-17
3922,2006-03-20
3923,2006-03-21
3924,2006-03-22
3925,2006-03-23
3926,2006-03-24
3927,2006-03-27
3928,2006-03-28
3929,2006-03-29
3930,2006-03-30
3931,2006-03-31
3932,2006-04-03
3933,2006-04-04
3934,2006-04-05
3935,2006-04-06
3936,2006-04-07
3937,2006-04-10
3938,2006-04-11
3939,2006-04-12
3940,2006-04-13
3941,2006-04-14
3942,2006-04-17
3943,2006-04-18
3944,2006-04-19
3945,2006-04-20
3946,2006-04-21
3947,2006-04-24
3948,2006-04-25
3949,2006-04-26
3950,2006-04-27
3951,2006-04-28
3952,2006-05-08
3953,2006-05-09
3954,2006-05-10
3955,2006-05-11
3956,2006-05-12
3957,2006-05-15
3958,2006-05-16
3959,2006-05-17
3960,2006-05-18
3961,2006-05-19
3962,2006-05-22
3963,2006-05-23
3964,2006-05-24
3965,2006-05-25
3966,2006-05-26
3967,2006-05-29
3968,2006-05-30
3969,2006-05-31
3970,2006-06-01
3971,2006-06-02
3972,2006-06-05
3973,2006-06-06
3974,2006-06-07
3975,2006-06-08
3976,2006-06-09
3977,2006-06-12
3978,2006-06-13
3979,2006-06-14
3980,2006-06-15
3981,2006-06-16
3982,2006-06-19
3983,2006-06-20
3984,2006-06-21
3985,2006-06-22
3986,2006-06-23
3987,2006-06-26
3988,2006-06-27
3989,2006-06-28
3990,2006-06-29
3991,2006-06-30
3992,2006-07-03
3993,2006-07-04
3994,2006-07-05
3995,2006-07-06
3996,2006-07-07
3997,2006-07-10
3998,2006-07-11
3999,2006-07-12
4000,2006-07-13
4001,2006-07-14
4002,2006-07-17
4003,2006-07-18
4004,2006-07-19
4005,2006-07-20
4006,2006-07-21
4007,2006-07-24
4008,2006-07-25
4009,2006-07-26
4010,2006-07-27
4011,2006-07-28
4012,2006-07-31
4013,2006-08-01
4014,2006-08-02
4015,2006-08-03
4016,2006-08-04
4017,2006-08-07
4018,2006-08-08
4019,2006-08-09
4020,2006-08-10
4021,2006-08-11
4022,2006-08-14
4023,2006-08-15
4024,2006-08-16
4025,2006-08-17
4026,2006-08-18
4027,2006-08-21
4028,2006-08-22
4029,2006-08-23
4030,2006-08-24
4031,2006-08-25
4032,2006-08-28
4033,2006-08-29
4034,2006-08-30
4035,2006-08-31
4036,2006-09-01
4037,2006-09-04
4038,2006-09-05
4039,2006-09-06
4040,2006-09-07
4041,2006-09-08
4042,2006-09-11
4043,2006-09-12
4044,2006-09-13
4045,2006-09-14
4046,2006-09-15
4047,2006-09-18
4048,2006-09-19
4049,2006-09-20
4050,2006-09-21
4051,2006-09-22
4052,2006-09-25
4053,2006-09-26
4054,2006-09-27
4055,2006-09-28
4056,2006-09-29
4057,2006-10-09
4058,2006-10-10
4059,2006-10-11
4060,2006-10-12
4061,2006-10-13
4062,2006-10-16
4063,2006-10-17
4064,2006-10-18
4065,2006-10-19
4066,2006-10-20
4067,2006-10-23
4068,2006-10-24
4069,2006-10-25
4070,2006-10-26
4071,2006-10-27
4072,2006-10-30
4073,2006-10-31
4074,2006-11-01
4075,2006-11-02
4076,2006-11-03
4077,2006-11-06
4078,2006-11-07
4079,2006-11-08
4080,2006-11-09
4081,2006-11-10
4082,2006-11-13
4083,2006-11-14
4084,2006-11-15
4085,2006-11-16
4086,2006-11-17
4087,2006-11-20
4088,2006-11-21
4089,2006-11-22
4090,2006-11-23
4091,2006-11-24
4092,2006-11-27
4093,2006-11-28
4094,2006-11-29
4095,2006-11-30
4096,2006-12-01
4097,2006-12-04
4098,2006-12-05
4099,2006-12-06
4100,2006-12-07
4101,2006-12-08
4102,2006-12-11
4103,2006-12-12
4104,2006-12-13
4105,2006-12-14
4106,2006-12-15
4107,2006-12-18
4108,2006-12-19
4109,2006-12-20
4110,2006-12-21
4111,2006-12-22
4112,2006-12-25
4113,2006-12-26
4114,2006-12-27
4115,2006-12-28
4116,2006-12-29
4117,2007-01-04
4118,2007-01-05
4119,2007-01-08
4120,2007-01-09
4121,2007-01-10
4122,2007-01-11
4123,2007-01-12
4124,2007-01-15
4125,2007-01-16
4126,2007-01-17
4127,2007-01-18
4128,2007-01-19
4129,2007-01-22
4130,2007-01-23
4131,2007-01-24
4132,2007-01-25
4133,2007-01-26
4134,2007-01-29
4135,2007-01-30
4136,2007-01-31
4137,2007-02-01
4138,2007-02-02
4139,2007-02-05
4140,2007-02-06
4141,2007-02-07
4142,2007-02-08
4143,2007-02-09
4144,2007-02-12
4145,2007-02-13
4146,2007-02-14
4147,2007-02-15
4148,2007-02-16
4149,2007-02-26
4150,2007-02-27
4151,2007-02-28
4152,2007-03-01
4153,2007-03-02
4154,2007-03-05
4155,2007-03-06
4156,2007-03-07
4157,2007-03-08
4158,2007-03-09
4159,2007-03-12
4160,2007-03-13
4161,2007-03-14
4162,2007-03-15
4163,2007-03-16
4164,2007-03-19
4165,2007-03-20
4166,2007-03-21
4167,2007-03-22
4168,2007-03-23
4169,2007-03-26
4170,2007-03-27
4171,2007-03-28
4172,2007-03-29
4173,2007-03-30
4174,2007-04-02
4175,2007-04-03
4176,2007-04-04
4177,2007-04-05
4178,2007-04-06
4179,2007-04-09
4180,2007-04-10
4181,2007-04-11
4182,2007-04-12
4183,2007-04-13
4184,2007-04-16
4185,2007-04-17
4186,2007-04-18
4187,2007-04-19
4188,2007-04-20
4189,2007-04-23
4190,2007-04-24
4191,2007-04-25
4192,2007-04-26
4193,2007-04-27
4194,2007-04-30
4195,2007-05-08
4196,2007-05-09
4197,2007-05-10
4198,2007-05-11
4199,2007-05-14
4200,2007-05-15
4201,2007-05-16
4202,2007-05-17
4203,2007-05-18
4204,2007-05-21
4205,2007-05-22
4206,2007-05-23
4207,2007-05-24
4208,2007-05-25
4209,2007-05-28
4210,2007-05-29
4211,2007-05-30
4212,2007-05-31
4213,2007-06-01
4214,2007-06-04
4215,2007-06-05
4216,2007-06-06
4217,2007-06-07
4218,2007-06-08
4219,2007-06-11
4220,2007-06-12
4221,2007-06-13
4222,2007-06-14
4223,2007-06-15
4224,2007-06-18
4225,2007-06-19
4226,2007-06-20
4227,2007-06-21
4228,2007-06-22
4229,2007-06-25
4230,2007-06-26
4231,2007-06-27
4232,2007-06-28
4233,2007-06-29
4234,2007-07-02
4235,2007-07-03
4236,2007-07-04
4237,2007-07-05
4238,2007-07-06
4239,2007-07-09
4240,2007-07-10
4241,2007-07-11
4242,2007-07-12
4243,2007-07-13
4244,2007-07-16
4245,2007-07-17
4246,2007-07-18
4247,2007-07-19
4248,2007-07-20
4249,2007-07-23
4250,2007-07-24
4251,2007-07-25
4252,2007-07-26
4253,2007-07-27
4254,2007-07-30
4255,2007-07-31
4256,2007-08-01
4257,2007-08-02
4258,2007-08-03
4259,2007-08-06
4260,2007-08-07
4261,2007-08-08
4262,2007-08-09
4263,2007-08-10
4264,2007-08-13
4265,2007-08-14
4266,2007-08-15
4267,2007-08-16
4268,2007-08-17
4269,2007-08-20
4270,2007-08-21
4271,2007-08-22
4272,2007-08-23
4273,2007-08-24
4274,2007-08-27
4275,2007-08-28
4276,2007-08-29
4277,2007-08-30
4278,2007-08-31
4279,2007-09-03
4280,2007-09-04
4281,2007-09-05
4282,2007-09-06
4283,2007-09-07
4284,2007-09-10
4285,2007-09-11
4286,2007-09-12
4287,2007-09-13
4288,2007-09-14
4289,2007-09-17
4290,2007-09-18
4291,2007-09-19
4292,2007-09-20
4293,2007-09-21
4294,2007-09-24
4295,2007-09-25
